CSE504 Decision Procedures DP	https://meet.google.com/anb-enyw-gjg
CSE508 Information Retrieval IR	Join Zoom Meeting https://iiitd-ac-in.zoom.us/j/97348856833?pwd=OGh0WXliSmtVUTM2RVNtNTVyQmlXQT09 Meeting ID: 973 4885 6833 Passcode: 516873
CSE516/ECE559 Theories of Deep Learning(New) TDL	Class Page: https://classroom.google.com/c/MjIzNTgxMDg1ODI3?cjc=zhbm2t3   Class Invite: https://classroom.google.com/c/MjIzNTgxMDg1ODI3?cjc=zhbm2t3  Class links: https://meet.google.com/lookup/hkexgstvpr?authuser=1&hs=179    or https://meet.google.com/jbj-dezr-vik
CSE528 Introduction to Blockchain and Cryptocurrency (New) IBC	https://iiitd-ac-in.zoom.us/j/98223507388?pwd=U253ZUcxYXFNbWw2YWprRFFNZ2hGUT09  Meeting ID: 982 2350 7388 Passcode: 517833
CSE535 Mobile computing MC	https://iiitd-ac-in.zoom.us/j/97576837788?pwd=WUQwaHZ1dEZ3T2x4TC9NbnlTdHAxUT09
CSE538/ECE538 Wireless Network WN	https://iiitd-ac-in.zoom.us/j/91265774824?pwd=VDJ5RTdYTlpqV3M2Szl1NU1TMWE2UT09
CSE557 Big Data analytics BDA	https://iiitd-ac-in.zoom.us/j/5305249431?pwd=ZTFyTEx2Z3U1Z0tZTDIyRmxrYWUrUT09    passcode:31ZnQE
CSE559 Mining Large Networks MLN	https://iiitd-ac-in.zoom.us/my/tanmoyc?pwd=eXFqamxrNVEwRTFiUjNXamJLRFFzUT09
CSE560 GPU Computing GPU	https://iiitd-ac-in.zoom.us/j/93366196958?pwd=R2xtMHhvVUJ2ZkJFaTJDN0R0NlVpUT09
CSE561 Probabilistic Graphicial Methods PGM	https://meet.google.com/dtp-gqhp-yfz
CSE583 Software Development using Open Source SDOS	https://meet.google.com/lookup/epn4zjgggp?authuser=0&hs=179
CSE609 Statistical Computation Scomp	https://meet.google.com/edp-jqnz-jdc
CSE631 Advanced Operating Systems AOS	https://meet.google.com/lookup/dh5cud7osn
CSE640 Collaborative Filtering CF	https://meet.google.com/lookup/bdicnqpex3
CSE641 Deep Learning DL	https://iiitd-ac-in.zoom.us/j/92249109369?pwd=UzJzcU93dHFBWEVITGlkbVhkajhBZz09
CSE648 Privacy and Security in Online Social Media PSOSM	https://iiitd-ac-in.zoom.us/j/5701432867?pwd=Sm1kL2VzdDY2eFRFb0dPanFRZnpXQT09
CSE655 Network Science NS	https://classroom.google.com/c/MjUyMDg0NjU1Njk3?cjc=iyk6bdh
CSE660 Trustworthy AI Systems (New) TAIS	https://iiitd-ac-in.zoom.us/j/91399847718?pwd=Q3RVc2JCQWF4NkN1WWRJZGhPYms1dz09
CSE661/DES507 Affective Computing AFC	https://iiitd-ac-in.zoom.us/meeting/register/tJItcu6oqjosGNEeoBFqYQYBXYGWmwboO_Un
CSE663A Meta-learning(New) MEL	https://iiitd-ac-in.zoom.us/j/7308703343?pwd=QzlPZzFhdjJIaVR3TzV6cnRIeThFQT09
DES302 Animations & Graphics AG	https://iiitd-ac-in.zoom.us/j/96526707494?pwd=bTk1dVUzWEdiRjF4a0E0UDRSSFUyZz09
DES502 Introduction to 2D Animation I2D	https://iiitd-ac-in.zoom.us/j/98648162513?pwd=RG9qeHZyY0RKVmhmcjI5Umg0V1V0dz09  Passcode: DES502
DES503 Introduction to 3D Character Animation I3D	https://iiitd-ac-in.zoom.us/j/93429715383?pwd=eFdtMHE3UXdmcmV3Skw1U2FBMG9oUT09 Meeting ID: 934 2971 5383 Passcode: 701031
DES504 Narratives in Visual Communication (New) NVC	https://iiitd-ac-in.zoom.us/j/98506123920?pwd=eUd3L0ZJT1JJRE9FTHhLbk1uUEp0Zz09 All those who were unable to join on Wed 13th Jan because of an error in the link, are requested to join on Fri 15th Jan 15 mins early at 11.45 am for an brief introduction. Email indrani@iiitd.ac.in for further enquiry regarding the assigment. 
DES506 Advanced Topics in Human-Centered Computing ATHCC	https://iiitd-ac-in.zoom.us/j/94766394787?pwd%3DU0x6UmFISlByVjhpbzhTT2oyUGZlQT09&sa=D&source=calendar&ust=1610448768766000&usg=AOvVaw0PI_k1-cIPNJ6aa5_0CNsu
DES512 Game Design and Development GDD	https://iiitd-ac-in.zoom.us/j/7810512578?pwd=RDZ0cGNVZjFYY0l3MzV0c0NkQUFzZz09  Meeting ID: 781 051 2578   Passcode: 99241 
DES521 Fundamentals of Video for Engineers(New) FVE	https://meet.google.com/cqd-uudd-ofc
ECE412/ECE612 Mixed Signal Design MSD	
ECE432/ECE632 Radar Systems RS	https://meet.google.com/tev-tqda-sof
ECE452/ECE552 Statistical Signal Processing SSP	https://meet.google.com/vfd-uzcy-wgx 
ECE513 VLSI Design Flow VDF	https://meet.google.com/rwk-ataq-awx
ECE520 Low Voltage Circuit Design LVCD	https://meet.google.com/nec-cyyp-byj
ECE532 Next Generation Optical Networks(New) NGON	https://meet.google.com/ryr-pubv-ndt?authuser=0&hs=122&ijlm=16105066320600
ECE533 Satellite Navigation and Sensor Fusion SNSF	https://meet.google.com/lookup/cetgijnvtd
ECE534 Optical Communications Systems OCS	
ECE537 Wireless Communication: Evolution from 3G to 5G WCE	https://classroom.google.com/c/MjIzNjgyMTc5MTQ1?cjc=eoi6zps
ECE541 Modeling and Analysis of Random 5G Network 5GN	https://meet.google.com/xag-zauc-krf
ECE573 Advanced Embedded Logic Design AELD	Join Zoom Meeting https://iiitd-ac-in.zoom.us/j/95551887058?pwd=ZTM4cHp4YytzQlpENkhQcXN6cXpTUT09
ECE577 Machine Learning Techniques for Real Time Control MLRC	https://meet.google.com/rni-diew-oci
ECE611 Memory Design and Test MDT	https://meet.google.com/tcr-oymt-oyk
ECO312/ECO512 Industrial Organization IO	https://iiitd-ac-in.zoom.us/j/98363414883?pwd=MkxDZFhuRUkwU2lTUFd2dkU2Q25Pdz09
ENG599s Research Methods RM	https://iiitd-ac-in.zoom.us/j/92283040143?pwd=bVpCdmxGMjRpZ2MxNVFPVGVuUEdDdz09
ENT413 Entrepreneurial Finance (New) EF	https://iiitd-ac-in.zoom.us/j/98973628962?pwd=QUpyaG52bkl4c3NwQmUrN01LWTFSQT09  Passcode: 459399
ENT414 Relevance of Intellectual Property for Startups (New) RIPS	https://meet.google.com/evo-gpqf-ohv
ENT415 New Venture Planning (New) NVP	https://us02web.zoom.us/j/5358367251
ENT416/ENT516 Creativity, Innovation, and Inventive Problem Solving (New) CIIPS	First 2 classes at regular day/ timings on Google Meet - https://meet.google.com/zmm-smsc-jjo Subsequently, classes will be on Saturday afternoon on Zoom platform. Details to be shared on Google Classroom for registered students to attend
MTH311 Combinatorics and its applications CIA	https://iiitd-ac-in.zoom.us/meeting/register/tJwufuigqDIvHddE5CtEHaRPeQuzGNgNCxjy
MTH374/MTH574 Linear Optimization LO	 https://iiitd-ac-in.zoom.us/j/98525286964?pwd=dHcyaU1aRjRzZCttekVsa2tlV1JaUT09  Meeting ID: 985 2528 6964 Passcode: 120342
MTH510 Advanced Linear Algebra ALA	https://iiitd-ac-in.zoom.us/j/92540480265?pwd=Q3lmVC9zQ2cxbEpQSjhuTWNjZGkxdz09 
MTH513 Abstract Algebra-II AAII	https://iiitd-ac-in.zoom.us/j/6934574771?pwd=QnRJTkd2Uk4zYnpiTTN4eklpWlRadz09
MTH544 Calculus on R^n with Applications CRN	https://iiitd-ac-in.zoom.us/j/99318688900?pwd=b3JpRVdPdDBZTWlqNFcwQ0tPN2FFQT09
MTH599 Variational Calculus and their Applications in Control Theory and Nanomechanics VCA	
MTH535 Measure and Probability Theory(New) MPT	 https://meet.google.com/lookup/h54ggkfsxl?authuser=2&hs=179
PSY301 Cognitive Psychology CP	 https://iiitd-ac-in.zoom.us/j/3705961040?pwd=VTFDd2E1ZEZETnRWZWZVc29yaHViQT09
PSY302 Social Psychology SP	https://iiitd-ac-in.zoom.us/j/92096401249?pwd=ZjVqYzJVUHViZjBSQVZ2VXAzTGhlUT09
PSY306 Learning and Memory LM	 https://meet.google.com/hka-znpb-mez 
SOC207 Information Technology and Society ITS	https://iiitd-ac-in.zoom.us/j/96136973656?pwd=amVMVFhmVFhUSFAxUXlWTEIwbFdHZz09
SOC312/SOC502 Advanced Sociological Theory (New) AST	https://iiitd-ac-in.zoom.us/j/9829679880
SOC313/SOC503 Sociology of India: Themes and Perspectives(New) SoI	https://meet.google.com/lookup/eq56eoooo6
SSH224 Computer, Information Ethics and Society CIES	https://iiitd-ac-in.zoom.us/j/8992156902
SSH321 Applied Ethics AE	https://meet.google.com/lookup/awiemfay4i
SSH324 Philosophy of Mind (New) PM	https://meet.google.com/lookup/cx7svioz2n
